Time,Open,High,Low,Close,Volume
23.05.2004 20:00:00.000,112.370,113.300,112.070,113.090,59787.00
24.05.2004 20:00:00.000,113.080,113.340,111.620,111.820,51111.00
25.05.2004 20:00:00.000,111.840,112.050,111.200,111.930,44490.00
26.05.2004 20:00:00.000,111.910,112.140,110.650,110.910,48789.00
27.05.2004 20:00:00.000,110.930,111.040,110.010,110.180,52758.00
28.05.2004 20:00:00.000,110.180,110.180,110.180,110.180,0.00
29.05.2004 20:00:00.000,110.180,110.180,110.180,110.180,0.00
30.05.2004 20:00:00.000,110.180,110.230,109.030,109.670,38901.00
31.05.2004 20:00:00.000,109.660,110.750,109.190,110.570,65812.00
01.06.2004 20:00:00.000,110.540,110.930,109.770,109.970,63184.00
02.06.2004 20:00:00.000,109.980,111.550,109.780,111.100,71855.00
03.06.2004 20:00:00.000,111.110,112.010,110.240,111.220,58743.00
04.06.2004 20:00:00.000,111.220,111.220,111.220,111.220,0.00
05.06.2004 20:00:00.000,110.890,111.080,110.590,110.680,3218.00
06.06.2004 20:00:00.000,110.670,110.910,109.440,109.520,55701.00
07.06.2004 20:00:00.000,109.520,110.140,109.290,109.350,57308.00
08.06.2004 20:00:00.000,109.370,110.600,108.630,110.400,77003.00
09.06.2004 20:00:00.000,110.410,110.540,109.140,109.490,62152.00
10.06.2004 20:00:00.000,109.480,110.500,109.260,110.070,50493.00
11.06.2004 20:00:00.000,110.070,110.070,110.070,110.070,0.00
12.06.2004 20:00:00.000,110.170,110.450,110.130,110.220,3129.00
13.06.2004 20:00:00.000,110.210,111.490,110.030,111.220,62318.00
14.06.2004 20:00:00.000,111.200,111.410,109.280,109.410,65540.00
15.06.2004 20:00:00.000,109.430,110.260,109.200,110.010,61436.00
16.06.2004 20:00:00.000,110.000,110.230,108.880,109.540,66510.00
17.06.2004 20:00:00.000,109.560,109.760,108.520,108.900,60235.00
18.06.2004 20:00:00.000,108.900,108.900,108.900,108.900,0.00
19.06.2004 20:00:00.000,108.780,108.840,108.530,108.730,2899.00
20.06.2004 20:00:00.000,108.730,108.990,108.200,108.700,57957.00
21.06.2004 20:00:00.000,108.720,109.430,108.340,109.060,61041.00
22.06.2004 20:00:00.000,109.050,109.110,108.070,108.150,60980.00
23.06.2004 20:00:00.000,108.150,108.450,106.990,107.340,64088.00
24.06.2004 20:00:00.000,107.370,108.040,107.080,107.610,58682.00
25.06.2004 20:00:00.000,107.610,107.610,107.610,107.610,0.00
26.06.2004 20:00:00.000,107.560,107.630,107.390,107.570,2612.00
27.06.2004 20:00:00.000,107.570,108.350,107.480,107.990,60296.00
28.06.2004 20:00:00.000,108.010,108.780,107.980,108.370,59737.00
29.06.2004 20:00:00.000,108.360,109.610,108.080,108.130,67454.00
30.06.2004 20:00:00.000,108.160,108.520,107.800,108.460,60051.00
01.07.2004 20:00:00.000,108.460,109.360,108.020,108.350,58456.00
02.07.2004 20:00:00.000,108.350,108.350,108.350,108.350,0.00
03.07.2004 20:00:00.000,108.320,108.510,108.210,108.400,3752.00
04.07.2004 20:00:00.000,108.450,109.230,108.370,109.120,44105.00
05.07.2004 20:00:00.000,109.130,109.740,108.840,109.430,60140.00
06.07.2004 20:00:00.000,109.440,109.510,108.160,108.450,63131.00
07.07.2004 20:00:00.000,108.470,109.180,108.350,108.890,63308.00
08.07.2004 20:00:00.000,108.930,108.960,107.920,108.240,61066.00
09.07.2004 20:00:00.000,108.240,108.240,108.240,108.240,0.00
10.07.2004 20:00:00.000,108.190,108.190,107.580,107.640,5801.00
11.07.2004 20:00:00.000,107.620,108.730,107.540,108.600,64013.00
12.07.2004 20:00:00.000,108.620,109.420,108.160,108.590,72387.00
13.07.2004 20:00:00.000,108.590,109.480,108.520,109.170,67965.00
14.07.2004 20:00:00.000,109.160,110.010,108.970,109.890,68710.00
15.07.2004 20:00:00.000,109.870,110.050,108.550,108.710,56934.00
16.07.2004 20:00:00.000,108.710,108.710,108.710,108.710,0.00
17.07.2004 20:00:00.000,108.760,108.880,108.660,108.720,3340.00
18.07.2004 20:00:00.000,108.710,108.840,108.070,108.390,55478.00
19.07.2004 20:00:00.000,108.390,108.840,108.070,108.550,67901.00
20.07.2004 20:00:00.000,108.560,110.330,108.330,109.830,75857.00
21.07.2004 20:00:00.000,109.800,109.960,109.230,109.770,79615.00
22.07.2004 20:00:00.000,109.780,110.270,109.600,110.190,71073.00
23.07.2004 20:00:00.000,110.190,110.190,110.190,110.190,0.00
24.07.2004 20:00:00.000,110.140,110.220,109.930,109.960,3301.00
25.07.2004 20:00:00.000,109.970,110.150,109.380,110.070,68158.00
26.07.2004 20:00:00.000,110.060,111.220,109.580,110.870,64306.00
27.07.2004 20:00:00.000,110.880,111.900,110.840,111.720,78977.00
28.07.2004 20:00:00.000,111.720,112.530,111.470,112.070,75100.00
29.07.2004 20:00:00.000,112.060,112.250,111.060,111.360,69979.00
30.07.2004 20:00:00.000,111.360,111.360,111.360,111.360,0.00
31.07.2004 20:00:00.000,111.380,111.380,110.990,111.240,4596.00
01.08.2004 20:00:00.000,111.240,111.420,110.560,110.790,69633.00
02.08.2004 20:00:00.000,110.790,111.160,110.390,110.570,66926.00
03.08.2004 20:00:00.000,110.550,111.750,110.510,111.010,71319.00
04.08.2004 20:00:00.000,110.980,111.910,110.790,111.860,64383.00
05.08.2004 20:00:00.000,111.850,111.880,109.790,110.480,60980.00
06.08.2004 20:00:00.000,110.480,110.480,110.480,110.480,0.00
07.08.2004 20:00:00.000,110.430,110.600,110.290,110.330,3028.00
08.08.2004 20:00:00.000,110.330,110.930,110.120,110.740,48147.00
09.08.2004 20:00:00.000,110.730,111.490,110.400,111.190,60068.00
10.08.2004 20:00:00.000,111.190,111.480,110.610,110.660,59231.00
11.08.2004 20:00:00.000,110.630,111.600,110.430,111.540,58892.00
12.08.2004 20:00:00.000,111.550,112.120,110.450,110.720,58636.00
13.08.2004 20:00:00.000,110.720,110.720,110.720,110.720,0.00
14.08.2004 20:00:00.000,110.670,110.670,110.320,110.540,4144.00
15.08.2004 20:00:00.000,110.520,111.020,110.330,110.370,57555.00
16.08.2004 20:00:00.000,110.400,110.610,109.780,109.810,60708.00
17.08.2004 20:00:00.000,109.840,110.170,109.270,109.480,57440.00
18.08.2004 20:00:00.000,109.470,109.630,109.040,109.500,53901.00
19.08.2004 20:00:00.000,109.520,109.760,108.930,109.240,45823.00
20.08.2004 20:00:00.000,109.240,109.240,109.240,109.240,0.00
21.08.2004 20:00:00.000,109.190,109.320,109.070,109.220,2058.00
22.08.2004 20:00:00.000,109.220,109.940,109.090,109.870,44685.00
23.08.2004 20:00:00.000,109.880,110.070,109.360,109.710,53280.00
24.08.2004 20:00:00.000,109.740,110.490,109.410,109.930,52954.00
25.08.2004 20:00:00.000,109.940,110.310,109.260,109.680,52564.00
26.08.2004 20:00:00.000,109.660,109.860,108.980,109.860,51712.00
27.08.2004 20:00:00.000,109.860,109.860,109.860,109.860,0.00
28.08.2004 20:00:00.000,109.810,109.810,109.510,109.640,2050.00
29.08.2004 20:00:00.000,109.620,110.450,109.590,110.140,47233.00
30.08.2004 20:00:00.000,110.150,110.220,108.740,109.070,48420.00
31.08.2004 20:00:00.000,109.100,109.750,108.980,109.330,46290.00
01.09.2004 20:00:00.000,109.330,109.660,109.200,109.420,48479.00
02.09.2004 20:00:00.000,109.440,110.710,109.080,110.450,48897.00
03.09.2004 20:00:00.000,110.450,110.450,110.450,110.450,0.00
04.09.2004 20:00:00.000,110.460,110.640,110.280,110.340,2634.00
05.09.2004 20:00:00.000,110.350,110.560,109.920,110.040,37458.00
06.09.2004 20:00:00.000,110.050,110.190,109.210,109.340,44672.00
07.09.2004 20:00:00.000,109.350,109.830,109.030,109.250,48863.00
08.09.2004 20:00:00.000,109.240,110.020,109.150,109.850,50108.00
09.09.2004 20:00:00.000,109.850,110.330,109.190,109.660,49213.00
10.09.2004 20:00:00.000,109.660,109.660,109.660,109.660,0.00
11.09.2004 20:00:00.000,109.630,109.650,109.260,109.480,2368.00
12.09.2004 20:00:00.000,109.480,110.360,109.280,110.050,41215.00
13.09.2004 20:00:00.000,110.080,110.110,109.340,109.560,50894.00
14.09.2004 20:00:00.000,109.590,110.390,109.280,110.060,48879.00
15.09.2004 20:00:00.000,110.060,110.090,109.450,109.630,44215.00
16.09.2004 20:00:00.000,109.630,110.260,109.340,109.730,39627.00
17.09.2004 20:00:00.000,109.730,109.730,109.730,109.730,0.00
18.09.2004 20:00:00.000,109.780,110.100,109.780,110.090,2130.00
19.09.2004 20:00:00.000,110.080,110.150,109.670,109.920,36417.00
20.09.2004 20:00:00.000,109.910,110.190,109.570,109.670,46372.00
21.09.2004 20:00:00.000,109.670,110.750,109.580,110.620,48346.00
22.09.2004 20:00:00.000,110.630,110.930,110.250,110.580,52214.00
23.09.2004 20:00:00.000,110.590,110.880,110.290,110.660,46074.00
24.09.2004 20:00:00.000,110.660,110.660,110.660,110.660,0.00
25.09.2004 20:00:00.000,110.610,110.740,110.420,110.670,1644.00
26.09.2004 20:00:00.000,110.660,111.410,110.460,111.180,46389.00
27.09.2004 20:00:00.000,111.200,111.720,111.120,111.270,46172.00
28.09.2004 20:00:00.000,111.270,111.410,110.640,111.150,44088.00
29.09.2004 20:00:00.000,111.120,111.250,109.790,109.950,51436.00
30.09.2004 20:00:00.000,109.960,110.600,109.840,110.500,41950.00
01.10.2004 20:00:00.000,110.500,110.500,110.500,110.500,0.00
02.10.2004 20:00:00.000,110.490,110.830,110.490,110.810,1984.00
03.10.2004 20:00:00.000,110.830,111.200,110.440,110.880,41004.00
04.10.2004 20:00:00.000,110.910,111.350,110.640,111.040,38112.00
05.10.2004 20:00:00.000,111.030,111.460,110.980,111.330,40503.00
06.10.2004 20:00:00.000,111.350,111.440,110.920,111.170,38288.00
07.10.2004 20:00:00.000,111.190,111.270,109.290,109.530,48743.00
08.10.2004 20:00:00.000,109.530,109.530,109.530,109.530,0.00
09.10.2004 20:00:00.000,109.480,109.560,109.440,109.470,2031.00
10.10.2004 20:00:00.000,109.470,109.590,109.110,109.450,33117.00
11.10.2004 20:00:00.000,109.430,110.110,109.390,109.510,44089.00
12.10.2004 20:00:00.000,109.510,110.210,109.390,109.620,45703.00
13.10.2004 20:00:00.000,109.600,109.850,109.130,109.600,44811.00
14.10.2004 20:00:00.000,109.600,109.680,108.780,109.280,43419.00
15.10.2004 20:00:00.000,109.280,109.280,109.280,109.280,0.00
16.10.2004 20:00:00.000,109.260,109.290,109.080,109.200,2341.00
17.10.2004 20:00:00.000,109.210,109.600,109.100,109.350,35915.00
18.10.2004 20:00:00.000,109.400,109.450,108.230,108.480,43352.00
19.10.2004 20:00:00.000,108.470,108.690,108.100,108.310,47274.00
20.10.2004 20:00:00.000,108.280,108.320,107.330,107.480,43057.00
21.10.2004 20:00:00.000,107.460,107.750,107.130,107.280,35955.00
22.10.2004 20:00:00.000,107.280,107.280,107.280,107.280,0.00
23.10.2004 20:00:00.000,107.230,107.380,106.530,106.610,4776.00
24.10.2004 20:00:00.000,106.560,106.920,106.210,106.790,204821.00
25.10.2004 20:00:00.000,106.810,107.020,106.390,106.780,185529.00
26.10.2004 20:00:00.000,106.770,107.150,106.210,106.680,205839.00
27.10.2004 20:00:00.000,106.690,106.950,105.890,106.060,226361.00
28.10.2004 20:00:00.000,106.050,106.380,105.730,105.780,186402.00
29.10.2004 20:00:00.000,105.780,105.780,105.780,105.780,0.00
30.10.2004 20:00:00.000,105.760,105.950,105.720,105.750,7352.00
31.10.2004 19:00:00.000,105.770,106.620,105.730,106.480,174222.00
01.11.2004 19:00:00.000,106.530,106.760,105.970,106.070,180269.00
02.11.2004 19:00:00.000,106.050,106.890,105.920,106.100,214677.00
03.11.2004 19:00:00.000,106.120,106.510,105.660,106.120,203598.00
04.11.2004 19:00:00.000,106.130,106.610,105.500,105.570,192302.00
05.11.2004 19:00:00.000,105.570,105.570,105.570,105.570,0.00
06.11.2004 19:00:00.000,105.530,105.570,105.330,105.530,8559.00
07.11.2004 19:00:00.000,105.500,105.780,105.260,105.630,179235.00
08.11.2004 19:00:00.000,105.630,105.930,105.500,105.770,159759.00
09.11.2004 19:00:00.000,105.780,107.290,105.710,106.940,206013.00
10.11.2004 19:00:00.000,106.950,107.050,106.360,106.700,169260.00
11.11.2004 19:00:00.000,106.720,106.770,105.300,105.560,220623.00
12.11.2004 19:00:00.000,105.560,105.560,105.560,105.560,0.00
13.11.2004 19:00:00.000,105.540,105.720,105.410,105.410,6045.00
14.11.2004 19:00:00.000,105.400,105.620,105.150,105.380,167112.00
15.11.2004 19:00:00.000,105.400,105.670,105.000,105.410,162818.00
16.11.2004 19:00:00.000,105.410,105.510,103.790,104.040,201352.00
17.11.2004 19:00:00.000,104.060,104.420,103.650,104.310,218715.00
18.11.2004 19:00:00.000,104.300,104.370,102.680,103.090,193278.00
19.11.2004 19:00:00.000,103.090,103.090,103.090,103.090,0.00
20.11.2004 19:00:00.000,103.080,103.330,102.950,103.090,10684.00
21.11.2004 19:00:00.000,103.110,103.400,102.960,103.190,157395.00
22.11.2004 19:00:00.000,103.190,103.690,102.870,103.340,183451.00
23.11.2004 19:00:00.000,103.330,103.720,102.560,102.870,184365.00
24.11.2004 19:00:00.000,102.870,103.040,102.350,102.510,155553.00
25.11.2004 19:00:00.000,102.540,103.430,102.130,102.550,197782.00
26.11.2004 19:00:00.000,102.550,102.550,102.550,102.550,0.00
27.11.2004 19:00:00.000,102.600,102.800,102.580,102.770,6344.00
28.11.2004 19:00:00.000,102.780,103.120,102.500,103.000,213726.00
29.11.2004 19:00:00.000,103.030,103.360,102.400,102.910,240852.00
30.11.2004 19:00:00.000,102.910,103.020,102.490,102.500,195130.00
01.12.2004 19:00:00.000,102.520,103.400,101.810,103.130,247614.00
02.12.2004 19:00:00.000,103.130,103.590,102.000,102.080,211115.00
03.12.2004 19:00:00.000,102.080,102.080,102.080,102.080,0.00
04.12.2004 19:00:00.000,102.070,102.210,101.880,102.030,3898.00
05.12.2004 19:00:00.000,102.040,103.380,101.880,103.170,189714.00
06.12.2004 19:00:00.000,103.180,103.180,102.390,102.840,193960.00
07.12.2004 19:00:00.000,102.840,104.970,102.830,103.970,246186.00
08.12.2004 19:00:00.000,103.980,104.990,103.860,104.710,209651.00
09.12.2004 19:00:00.000,104.710,106.180,104.610,105.190,143800.00
10.12.2004 19:00:00.000,105.190,105.190,105.190,105.190,0.00
11.12.2004 19:00:00.000,105.240,105.590,105.240,105.400,6460.00
12.12.2004 19:00:00.000,105.420,105.450,104.500,104.710,166876.00
13.12.2004 19:00:00.000,104.690,105.790,104.620,105.240,224621.00
14.12.2004 19:00:00.000,105.260,105.730,103.960,104.260,247332.00
15.12.2004 19:00:00.000,104.250,104.980,103.440,104.630,259556.00
16.12.2004 19:00:00.000,104.610,104.720,104.060,104.160,209902.00
17.12.2004 19:00:00.000,104.160,104.160,104.160,104.160,0.00
18.12.2004 19:00:00.000,104.110,104.230,103.880,104.190,6116.00
19.12.2004 19:00:00.000,104.200,104.490,103.870,104.130,135518.00
20.12.2004 19:00:00.000,104.130,104.670,103.670,104.300,175648.00
21.12.2004 19:00:00.000,104.300,104.460,103.890,104.160,159686.00
22.12.2004 19:00:00.000,104.150,104.170,103.360,103.550,138396.00
23.12.2004 19:00:00.000,103.560,103.780,103.430,103.690,90014.00
24.12.2004 19:00:00.000,103.690,103.690,103.690,103.690,0.00
25.12.2004 19:00:00.000,103.700,103.780,103.610,103.710,2944.00
26.12.2004 19:00:00.000,103.730,104.090,102.690,102.900,110478.00
27.12.2004 19:00:00.000,102.890,103.350,102.730,103.170,127563.00
28.12.2004 19:00:00.000,103.190,104.280,103.090,103.880,173513.00
29.12.2004 19:00:00.000,103.880,104.210,102.850,102.950,171273.00
30.12.2004 19:00:00.000,102.960,102.960,102.030,102.590,131479.00
31.12.2004 19:00:00.000,102.590,102.590,102.590,102.590,0.00
01.01.2005 19:00:00.000,102.640,102.770,102.500,102.520,4890.00
02.01.2005 19:00:00.000,102.530,103.450,102.330,102.740,192851.00
03.01.2005 19:00:00.000,102.750,104.800,102.410,104.320,283357.00
04.01.2005 19:00:00.000,104.320,105.010,103.730,103.920,272220.00
05.01.2005 19:00:00.000,103.910,105.180,103.900,104.880,255342.00
06.01.2005 19:00:00.000,104.880,105.120,103.840,104.740,232492.00
07.01.2005 19:00:00.000,104.740,104.740,104.740,104.740,0.00
08.01.2005 19:00:00.000,104.790,104.860,104.630,104.650,5706.00
09.01.2005 19:00:00.000,104.660,104.810,104.060,104.170,185372.00
10.01.2005 19:00:00.000,104.180,104.300,103.100,103.410,248943.00
11.01.2005 19:00:00.000,103.430,103.540,102.120,102.480,252142.00
12.01.2005 19:00:00.000,102.470,102.850,102.220,102.480,247579.00
13.01.2005 19:00:00.000,102.480,103.200,101.760,102.030,289514.00
14.01.2005 19:00:00.000,102.030,102.030,102.030,102.030,0.00
15.01.2005 19:00:00.000,101.980,102.080,101.860,102.000,4325.00
16.01.2005 19:00:00.000,102.030,102.330,101.650,102.230,157971.00
17.01.2005 19:00:00.000,102.240,102.980,101.490,102.230,188385.00
18.01.2005 19:00:00.000,102.250,102.970,102.010,102.920,233648.00
19.01.2005 19:00:00.000,102.920,103.590,102.460,103.350,254018.00
20.01.2005 19:00:00.000,103.370,103.910,102.590,102.700,225458.00
21.01.2005 19:00:00.000,102.700,102.700,102.700,102.700,0.00
22.01.2005 19:00:00.000,102.750,102.860,102.670,102.820,3802.00
23.01.2005 19:00:00.000,102.840,102.990,102.480,102.610,177652.00
24.01.2005 19:00:00.000,102.610,104.330,102.550,104.050,236394.00
25.01.2005 19:00:00.000,104.050,104.050,102.750,103.070,241308.00
26.01.2005 19:00:00.000,103.080,103.530,102.350,102.850,248168.00
